NaN,NaN
-3.887,0.0
-5.034,0.0
-1.821,0.0
-2.024,0.0
-0.957,0.0
-0.141,0.0
1.833,0.0
2.812,0.0
2.270,0.0
7.987,0.0
5.872,0.0
6.376,0.0
4.511,1.0
1.729,0.0
2.808,0.0
1.975,0.0
1.551,0.0
0.714,0.0
0.902,0.0
-0.335,0.0
0.582,0.0
1.584,0.0
3.228,0.0
4.546,0.0
5.055,0.0
4.360,0.0
4.522,1.0
5.706,1.0
-3.707,0.0
10.631,2.0
10.184,2.0
10.169,0.0
3.888,1.0
4.255,1.0
5.908,0.0
4.068,0.0
3.816,1.0
3.017,2.0
3.404,1.0
2.746,0.0
4.746,1.0
8.247,0.0
3.900,0.0
7.233,2.0
10.687,0.0
12.367,0.0
10.195,0.0
15.886,0.0
13.477,0.0
17.928,1.0
11.474,0.0
18.727,0.0
9.598,0.0
9.764,2.0
-6.054,0.0
16.563,1.0
12.453,1.0
9.987,0.0
9.038,0.0
17.183,1.0
17.498,3.0
20.662,2.0
25.135,1.0
13.669,2.0
16.188,0.0
26.335,1.0
12.030,0.0
27.334,0.0
26.014,0.0
25.645,1.0
11.307,0.0
22.335,2.0
17.807,1.0
16.886,0.0
10.163,0.0
16.104,0.0
14.985,1.0
9.245,0.0
13.506,0.0
16.009,0.0
16.918,0.0
12.717,0.0
23.854,0.0
9.372,1.0
24.082,0.0
16.801,1.0
16.439,0.0
9.884,1.0
20.738,0.0
23.558,0.0
15.625,1.0
8.737,1.0
26.058,0.0
22.929,0.0
15.460,0.0
19.168,2.0
14.002,1.0
10.672,0.0
21.567,0.0
19.823,2.0
14.630,1.0
11.019,0.0
22.112,2.0
21.283,2.0
10.461,0.0
17.417,1.0
28.735,1.0
10.246,1.0
23.942,1.0
27.144,0.0
18.941,2.0
11.454,2.0
18.073,0.0
25.180,1.0
15.318,0.0
30.367,0.0
28.657,3.0
32.267,3.0
33.792,3.0
14.500,1.0
21.438,2.0
19.737,3.0
18.340,0.0
24.545,2.0
23.982,1.0
28.336,1.0
18.875,1.0
25.423,2.0
22.398,1.0
28.719,1.0
12.136,0.0
19.054,1.0
12.857,1.0
19.192,1.0
17.357,0.0
21.600,1.0
27.178,2.0
16.491,1.0
27.248,0.0
23.517,2.0
23.034,0.0
25.116,0.0
24.874,0.0
13.431,0.0
11.377,1.0
16.899,1.0
21.245,1.0
13.654,1.0
21.297,0.0
12.444,1.0
15.253,0.0
13.738,1.0
11.991,0.0
26.235,0.0
11.442,0.0
20.276,0.0
22.102,0.0
15.136,0.0
17.397,0.0
28.246,1.0
14.689,0.0
24.711,0.0
23.661,0.0
16.499,0.0
13.072,0.0
26.574,0.0
11.340,1.0
20.492,2.0
24.848,0.0
14.284,0.0
27.890,0.0
29.269,0.0
25.751,1.0
21.882,2.0
13.770,1.0
17.437,1.0
24.299,0.0
19.227,2.0
11.751,2.0
29.129,2.0
12.036,0.0
21.589,1.0
14.140,0.0
36.234,1.0
30.158,2.0
36.081,1.0
27.124,1.0
30.227,2.0
25.245,2.0
27.013,2.0
26.826,0.0
28.837,1.0
19.906,1.0
13.463,0.0
33.788,0.0
28.522,1.0
19.999,2.0
36.855,0.0
23.789,0.0
33.204,1.0
34.734,1.0
29.135,2.0
25.204,1.0
33.407,1.0
29.976,0.0
36.427,3.0
19.895,1.0
38.337,2.0
15.982,2.0
40.358,1.0
35.693,1.0
25.138,0.0
34.386,0.0
0.429,0.0
42.338,1.0
38.307,2.0
20.961,0.0
25.079,2.0
16.047,2.0
41.630,3.0
17.695,1.0
18.353,1.0
18.880,0.0
26.565,0.0
37.701,2.0
35.372,2.0
37.106,3.0
29.093,3.0
21.887,1.0
24.692,1.0
31.922,0.0
29.581,2.0
29.839,1.0
40.953,0.0
30.025,1.0
34.381,1.0
22.598,1.0
16.984,2.0
36.796,2.0
21.328,1.0
33.140,1.0
31.447,1.0
38.696,2.0
27.378,1.0
22.158,4.0
46.509,2.0
39.043,2.0
24.846,1.0
32.012,2.0
38.678,2.0
16.047,0.0
40.734,2.0
39.273,0.0
20.499,2.0
48.310,2.0
41.015,0.0
16.470,3.0
41.959,2.0
34.028,1.0
22.409,1.0
20.658,1.0
17.658,3.0
50.527,3.0
40.781,2.0
42.396,3.0
41.562,1.0
42.572,3.0
29.812,3.0
41.272,2.0
19.905,2.0
31.993,1.0
24.559,0.0
19.966,3.0
32.256,3.0
50.775,4.0
41.658,2.0
23.750,4.0
22.366,1.0
45.933,4.0
46.951,0.0
51.176,1.0
48.681,2.0
52.647,1.0
56.249,3.0
19.378,2.0
34.725,1.0
48.238,3.0
54.918,1.0
55.114,3.0
52.228,1.0
48.895,3.0
51.672,1.0
35.202,2.0
54.377,3.0
51.912,3.0
26.763,4.0
45.877,4.0
29.021,1.0
46.341,1.0
48.041,3.0
50.168,1.0
54.034,2.0
57.259,1.0
36.536,1.0
20.742,1.0
21.746,4.0
42.019,0.0
49.792,2.0
56.276,3.0
37.020,4.0
43.219,3.0
46.342,3.0
52.716,1.0
38.067,2.0
45.537,4.0
38.550,4.0
54.082,2.0
21.760,4.0
59.995,3.0
39.393,4.0
41.711,1.0
63.337,2.0
53.543,4.0
22.851,4.0
48.292,3.0
31.967,4.0
30.172,4.0
42.514,3.0
39.387,5.0
24.542,4.0
55.666,1.0
46.736,4.0
28.026,1.0
39.938,6.0
28.362,2.0
56.726,2.0
22.930,5.0
48.482,1.0
47.330,4.0
32.184,2.0
39.296,4.0
47.141,5.0
47.174,5.0
56.714,4.0
48.127,5.0
57.691,3.0
