-4.598,0.0
-2.969,0.0
-4.860,0.0
-3.133,0.0
-1.612,0.0
-1.802,0.0
-1.774,1.0
-0.465,1.0
-0.729,0.0
-0.253,1.0
-0.326,0.0
1.264,0.0
1.993,1.0
3.282,0.0
4.768,0.0
7.893,1.0
9.007,1.0
3.756,1.0
12.889,0.0
12.258,1.0
12.783,0.0
11.767,1.0
7.454,0.0
17.582,1.0
7.411,1.0
12.244,0.0
14.812,1.0
16.820,0.0
21.465,1.0
12.287,2.0
16.294,1.0
25.878,1.0
22.979,0.0
22.669,2.0
10.608,0.0
21.644,0.0
17.451,1.0
27.404,0.0
26.097,0.0
12.014,0.0
22.146,1.0
12.718,1.0
28.996,0.0
19.851,3.0
23.904,1.0
16.094,0.0
15.447,1.0
16.584,0.0
29.900,0.0
19.892,0.0
29.828,1.0
24.205,2.0
30.181,1.0
24.967,0.0
24.598,0.0
33.323,0.0
32.803,0.0
31.674,0.0
18.405,0.0
32.158,0.0
15.875,1.0
16.114,0.0
23.849,0.0
18.085,1.0
35.431,0.0
21.986,2.0
1.152,0.0
27.349,0.0
28.428,1.0
16.492,2.0
34.691,1.0
30.697,1.0
29.802,2.0
21.565,2.0
14.607,1.0
33.685,0.0
26.620,0.0
27.195,1.0
28.352,1.0
18.531,1.0
19.384,1.0
40.045,1.0
20.337,0.0
28.222,1.0
17.740,2.0
24.457,2.0
17.483,3.0
17.537,1.0
38.690,1.0
26.503,3.0
21.226,2.0
19.848,2.0
27.476,2.0
28.227,0.0
17.696,0.0
20.625,1.0
38.782,1.0
38.587,1.0
26.419,1.0
22.681,1.0
29.371,0.0
18.927,0.0
43.368,1.0
28.783,0.0
46.303,2.0
35.429,1.0
45.220,1.0
41.507,1.0
28.412,1.0
20.954,1.0
21.624,1.0
40.569,0.0
42.983,1.0
32.025,2.0
23.549,0.0
32.018,2.0
44.034,1.0
34.286,0.0
22.273,1.0
16.498,2.0
34.429,1.0
37.862,0.0
39.687,0.0
47.171,1.0
-1.136,0.0
26.675,2.0
44.096,2.0
48.033,1.0
44.548,1.0
31.530,2.0
41.475,2.0
26.440,1.0
47.001,1.0
48.786,0.0
44.639,2.0
28.046,0.0
32.335,0.0
19.433,1.0
23.738,2.0
46.553,1.0
46.043,0.0
20.934,1.0
42.961,0.0
48.625,2.0
49.130,0.0
17.634,2.0
32.731,2.0
30.049,0.0
41.790,3.0
45.857,2.0
26.318,1.0
48.583,2.0
44.771,2.0
25.236,0.0
34.417,2.0
32.374,2.0
34.522,1.0
23.170,0.0
30.537,2.0
42.267,2.0
25.668,1.0
45.149,1.0
51.825,2.0
43.560,0.0
38.067,1.0
36.944,0.0
36.893,2.0
20.670,1.0
51.573,2.0
41.939,1.0
19.704,2.0
44.805,1.0
38.537,1.0
28.957,0.0
47.005,2.0
48.720,1.0
30.553,2.0
52.335,2.0
41.490,1.0
18.599,1.0
39.739,2.0
38.292,1.0
33.523,0.0
41.131,1.0
31.505,2.0
47.364,3.0
38.376,1.0
51.185,2.0
35.449,1.0
35.971,2.0
37.741,1.0
49.279,1.0
23.633,3.0
38.813,0.0
23.939,1.0
31.845,1.0
18.909,2.0
33.881,0.0
54.343,2.0
51.963,2.0
40.004,2.0
44.704,2.0
27.749,1.0
52.015,1.0
31.694,1.0
39.299,2.0
33.903,1.0
53.045,1.0
53.616,1.0
46.870,3.0
49.551,0.0
55.625,2.0
25.739,2.0
48.926,2.0
49.567,0.0
38.288,1.0
46.179,1.0
40.614,2.0
35.809,1.0
38.765,0.0
19.207,1.0
24.511,1.0
32.347,1.0
33.769,2.0
29.497,0.0
46.231,2.0
26.023,2.0
45.841,0.0
20.266,0.0
34.377,1.0
28.733,2.0
24.563,1.0
52.230,1.0
22.793,1.0
56.335,2.0
21.984,1.0
54.836,1.0
31.357,2.0
56.956,0.0
30.394,1.0
19.590,1.0
22.330,1.0
44.125,0.0
53.510,3.0
46.371,3.0
49.499,0.0
37.949,2.0
23.063,2.0
45.928,1.0
28.728,3.0
39.743,1.0
23.951,2.0
21.317,1.0
52.403,2.0
30.193,1.0
25.697,0.0
25.151,2.0
34.689,2.0
28.938,1.0
28.568,3.0
45.958,1.0
34.394,2.0
34.825,1.0
23.237,1.0
36.139,0.0
-6.317,0.0
23.525,0.0
44.161,1.0
26.155,1.0
58.622,0.0
34.965,2.0
43.079,2.0
22.370,2.0
31.102,2.0
59.345,0.0
59.680,1.0
44.890,2.0
27.265,1.0
24.219,2.0
40.015,2.0
46.553,3.0
29.700,0.0
38.849,1.0
54.680,2.0
